Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
23590877,32,2014-08-05,Superhost,8.0,Centro Storico,1.0,1.0,Entire home,2,295.0,250,4.93,4.92,4.89,4.98,4.99,4.99,4.88,3.16,Firenze,Early Autumn,1,private,"43.76848, 11.25282",2024-09-15
17395523,42,2017-02-22,Superhost,2.0,Centro Storico,1.0,1.0,Entire home,2,143.0,327,4.8,4.83,4.86,4.87,4.91,4.96,4.82,3.71,Firenze,Early Autumn,1,private,"43.76912, 11.26225",2024-09-15
11052737,58,2015-10-02,Superhost,4.0,Centro Storico,2.0,1.0,Entire home,3,146.0,289,4.91,4.92,4.94,4.95,4.96,4.97,4.88,3.08,Firenze,Early Autumn,2,private,"43.77238, 11.25461",2024-09-15
32906723,7,2011-04-06,Superhost,40.0,Centro Storico,1.0,0.0,Entire home,2,150.0,92,4.88,4.87,4.95,4.85,4.92,4.93,4.8,1.39,Firenze,Early Autumn,1,private,"43.77484, 11.25695",2024-09-15
1171709272787948350,3,2014-11-30,Superhost,40.0,Centro Storico,4.0,2.0,Entire home,6,312.0,3,4.67,5.0,5.0,4.67,4.67,4.33,4.33,1.22,Firenze,Early Autumn,1,private,"43.77554, 11.25897",2024-09-15
25366105,3,2015-07-20,Host,7.0,Centro Storico,1.0,1.0,Private room,2,155.0,43,4.67,4.77,4.84,4.91,4.84,5.0,4.7,0.56,Firenze,Early Autumn,1,private,"43.77173, 11.25693",2024-09-15
740384149335135842,4,2018-02-24,Host,73.0,Centro Storico,3.0,2.0,Entire home,4,160.0,7,4.86,4.86,5.0,5.0,5.0,4.71,5.0,0.34,Firenze,Early Autumn,1,private,"43.772055, 11.264583",2024-09-15
907226565939965852,58,2022-05-20,Superhost,2.0,Centro Storico,2.0,2.0,Entire home,4,164.0,58,4.97,4.97,4.98,4.98,5.0,5.0,4.97,5.0,Firenze,Early Autumn,1,private,"43.77432875088638, 11.246601305902004",2024-09-15
14368160,29,2016-08-05,Superhost,2.0,Centro Storico,3.0,1.0,Entire home,4,160.0,118,4.83,4.85,4.86,4.9,4.88,4.96,4.74,1.21,Firenze,Early Autumn,2,private,"43.77542495727539, 11.251404762268066",2024-09-15
861569746604677222,32,2014-02-10,Superhost,9.0,Centro Storico,3.0,2.0,Entire home,5,450.0,44,4.95,4.95,5.0,4.98,5.0,5.0,4.86,2.53,Firenze,Early Autumn,1,private,"43.769551337575, 11.254759948675485",2024-09-15
35736105,0,2019-06-15,Host,2.0,Rifredi,6.0,4.0,Entire home,9,250.0,3,4.67,4.67,4.67,4.67,5.0,4.33,4.33,0.12,Firenze,Early Autumn,3,private,"43.79464, 11.24989",2024-09-15
742479101427320162,7,2014-11-18,Host,438.0,Centro Storico,4.0,2.0,Entire home,6,187.0,18,4.22,4.56,4.33,4.67,4.39,4.78,4.22,0.86,Firenze,Early Autumn,1,private,"43.77254, 11.2626",2024-09-15
43714315,6,2019-10-31,Host,6.0,Centro Storico,2.0,1.0,Entire home,2,217.0,73,4.85,4.81,4.84,4.9,4.97,4.95,4.73,1.45,Firenze,Early Autumn,1,private,"43.7643, 11.2629",2024-09-15
1324714,34,2013-06-30,Host,8.0,Centro Storico,1.0,1.0,Private room,3,92.0,329,4.43,4.71,4.77,4.79,4.81,4.13,4.4,2.42,Firenze,Early Autumn,1,private,"43.784889221191406, 11.231990814208984",2024-09-15
40203936,0,2015-08-30,Host,14.0,Centro Storico,1.0,1.0,Private room,16,59.0,3,5.0,5.0,5.0,3.67,5.0,5.0,5.0,0.06,Firenze,Early Autumn,1,private,"43.7669, 11.25375",2024-09-15
22275535,64,2017-08-03,Superhost,3.0,Centro Storico,3.0,2.0,Entire home,7,205.0,308,4.93,4.94,4.97,4.94,4.93,4.92,4.9,3.76,Firenze,Early Autumn,2,private,"43.773, 11.24678",2024-09-15
75803,0,2011-02-21,Host,3.0,Gavinana Galluzzo,7.0,2.0,Entire home,8,155.0,10,4.8,5.0,5.0,5.0,4.9,4.7,4.9,0.06,Firenze,Early Autumn,2,private,"43.74185, 11.21287",2024-09-15
960208181119370522,9,2019-05-05,Superhost,3.0,Centro Storico,2.0,1.0,Entire home,4,182.0,9,4.78,4.67,4.89,5.0,4.89,5.0,4.56,0.75,Firenze,Early Autumn,2,private,"43.77216241099133, 11.26395233439331",2024-09-15
4231275,3,2014-09-30,Superhost,2.0,Centro Storico,2.0,1.0,Entire home,2,150.0,70,4.86,4.91,4.93,4.99,4.99,4.97,4.74,0.59,Firenze,Early Autumn,1,private,"43.76955, 11.26565",2024-09-15
50000535,28,2013-08-04,Host,7.0,Centro Storico,1.0,1.0,Entire home,2,178.0,44,4.52,4.64,4.68,4.7,4.8,4.91,4.52,1.15,Firenze,Early Autumn,1,private,"43.768974, 11.261581",2024-09-15
23365207,9,2013-04-14,Superhost,12.0,Centro Storico,2.0,2.0,Entire home,4,110.0,27,5.0,5.0,4.93,5.0,5.0,4.96,5.0,0.35,Firenze,Early Autumn,1,private,"43.75953, 11.23807",2024-09-15
636853515321437342,35,2020-07-10,Superhost,13.0,Centro Storico,1.0,0.0,Entire home,2,147.0,104,4.92,4.96,4.91,5.0,4.99,4.97,4.83,3.72,Firenze,Early Autumn,1,private,"43.76552, 11.24909",2024-09-15
921674062747574509,54,2016-03-08,Host,4.0,Centro Storico,4.0,2.0,Entire home,5,250.0,61,4.61,4.69,4.8,4.38,4.59,4.9,4.7,4.27,Firenze,Early Autumn,2,private,"43.77128857101752, 11.25425255200238",2024-09-15
1150557296662062890,6,2015-06-29,Host,1.0,Centro Storico,3.0,1.0,Entire home,4,147.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.91,Firenze,Early Autumn,1,private,"43.7754905, 11.2564601",2024-09-15
37109359,33,2019-07-25,Superhost,4.0,Centro Storico,1.0,1.0,Entire home,3,117.0,168,4.77,4.83,4.86,4.78,4.83,4.89,4.67,2.69,Firenze,Early Autumn,1,private,"43.776493072509766, 11.26608943939209",2024-09-15
1050519190999828600,15,2017-08-09,Host,3.0,Centro Storico,2.0,1.0,Entire home,3,131.0,15,4.73,4.67,4.93,4.8,5.0,4.6,4.67,2.65,Firenze,Early Autumn,1,private,"43.771348511965385, 11.261780261993408",2024-09-15
601257428648515492,0,2019-03-21,Host,1.0,Rifredi,1.0,1.0,Entire home,4,64.0,10,4.9,4.9,5.0,4.9,4.8,4.4,5.0,0.34,Firenze,Early Autumn,1,private,"43.79333, 11.16854",2024-09-15
28020267,1,2017-07-01,Host,1.0,Isolotto Legnaia,2.0,1.0,Entire home,4,100.0,24,5.0,5.0,5.0,5.0,5.0,4.83,5.0,0.35,Firenze,Early Autumn,1,private,"43.76597, 11.22102",2024-09-15
6478015,15,2015-05-19,Host,2.0,Centro Storico,2.0,2.0,Entire home,4,90.0,88,4.64,4.68,4.65,4.8,4.89,4.88,4.66,0.83,Firenze,Early Autumn,2,private,"43.77167, 11.26406",2024-09-15
52837666,25,2021-10-17,Host,1.0,Campo di Marte,2.0,0.0,Entire home,2,90.0,47,4.79,4.74,4.81,4.6,4.45,4.7,4.62,2.75,Firenze,Early Autumn,1,private,"43.78365, 11.27569",2024-09-15
1177370250323331135,3,2015-07-17,Host,82.0,Rifredi,2.0,1.0,Entire home,3,89.0,3,4.33,5.0,4.67,4.33,4.67,4.67,4.33,1.48,Firenze,Early Autumn,1,private,"43.7877607, 11.2373355",2024-09-15
41310997,43,2014-08-05,Superhost,8.0,Centro Storico,3.0,3.0,Entire home,6,755.0,65,4.98,4.97,4.98,4.98,4.98,4.98,4.94,3.85,Firenze,Early Autumn,3,private,"43.7716523, 11.2510525",2024-09-15
1131977533044439798,3,2024-04-10,Host,2.0,Isolotto Legnaia,2.0,1.0,Entire home,4,225.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.96,Firenze,Early Autumn,1,private,"43.77081723573162, 11.231422481547062",2024-09-15
13768231,1,2016-04-19,Host,14.0,Campo di Marte,1.0,1.0,Private room,1,100.0,9,4.56,4.78,4.67,4.89,4.78,4.33,4.67,0.09,Firenze,Early Autumn,1,shared,"43.77784, 11.28838",2024-09-15
775937046560193311,48,2021-05-16,Superhost,3.0,Centro Storico,3.0,2.0,Entire home,5,188.0,75,4.88,4.93,4.92,4.91,4.85,4.77,4.76,4.21,Firenze,Early Autumn,1,private,"43.7743069745334, 11.247032930617788",2024-09-15
17135300,26,2017-02-04,Superhost,1.0,Centro Storico,4.0,2.0,Entire home,6,141.0,137,4.93,4.95,4.99,4.98,4.98,4.76,4.91,1.52,Firenze,Early Autumn,2,private,"43.76321, 11.23989",2024-09-15
17696608,78,2014-08-30,Host,4.0,Centro Storico,1.0,1.0,Private room,2,101.0,525,4.57,4.72,4.43,4.88,4.93,4.91,4.59,5.76,Firenze,Early Autumn,1,shared,"43.77879, 11.25706",2024-09-15
15458307,53,2012-08-06,Superhost,30.0,Centro Storico,3.0,2.0,Entire home,4,319.0,296,4.85,4.91,4.88,4.91,4.92,4.99,4.84,3.07,Firenze,Early Autumn,2,private,"43.77065, 11.25556",2024-09-15
7007644,9,2015-06-25,Superhost,1.0,Campo di Marte,1.0,1.0,Private room,2,48.0,80,4.94,4.95,4.92,4.99,4.99,4.56,4.9,0.73,Firenze,Early Autumn,1,private,"43.79075, 11.2689",2024-09-15
2001640,11,2013-11-25,Superhost,6.0,Campo di Marte,1.0,1.0,Entire home,2,234.0,47,4.94,4.83,4.94,4.89,4.96,4.87,4.79,0.47,Firenze,Early Autumn,1,private,"43.78084, 11.3259",2024-09-15
778385288402121635,7,2024-06-12,Host,27.0,Centro Storico,1.0,1.0,Entire home,2,182.0,27,4.67,4.81,4.93,4.78,4.85,4.93,4.59,1.29,Firenze,Early Autumn,1,private,"43.7648976, 11.2599048",2024-09-15
30166571,1,2015-10-01,Superhost,3.0,Isolotto Legnaia,3.0,3.0,Entire home,7,70.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.2,Firenze,Early Autumn,1,private,"43.76231, 11.20721",2024-09-15
31273934,2,2015-07-20,Host,7.0,Centro Storico,1.0,1.0,Private room,2,152.0,56,4.82,4.89,4.96,5.0,4.91,5.0,4.79,0.85,Firenze,Early Autumn,1,private,"43.77155, 11.25657",2024-09-15
45596030,32,2020-09-07,Superhost,14.0,Centro Storico,2.0,2.0,Entire home,4,173.0,74,4.8,4.81,4.76,4.96,4.99,4.77,4.7,1.54,Firenze,Early Autumn,1,private,"43.763938903808594, 11.239701271057127",2024-09-15
22176463,6,2011-04-15,Host,3.0,Centro Storico,2.0,1.0,Entire home,4,300.0,70,4.99,4.99,5.0,5.0,4.97,4.94,4.96,0.86,Firenze,Early Autumn,1,private,"43.77427, 11.24228",2024-09-15
18190571,8,2017-02-21,Host,5.0,Centro Storico,3.0,2.0,Entire home,5,170.0,153,4.59,4.78,4.87,4.78,4.78,4.97,4.61,1.73,Firenze,Early Autumn,1,private,"43.76914, 11.2546",2024-09-15
1075483481543248527,2,2024-01-23,Host,1.0,Centro Storico,5.0,3.0,Entire home,6,250.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.15,Firenze,Early Autumn,2,private,"43.77018019053323, 11.2708023050477",2024-09-15
20053617,31,2016-03-20,Superhost,50.0,Centro Storico,3.0,2.0,Entire home,6,562.0,306,4.86,4.87,4.83,4.89,4.94,4.99,4.77,3.53,Firenze,Early Autumn,2,private,"43.77422, 11.25573",2024-09-15
47176703,22,2014-04-29,Superhost,1.0,Isolotto Legnaia,3.0,1.0,Entire home,6,95.0,42,4.67,4.76,4.6,4.79,4.79,4.67,4.57,2.49,Firenze,Early Autumn,1,private,"43.76758722552164, 11.219880960898983",2024-09-15
33705463,7,2016-09-21,Host,871.0,Gavinana Galluzzo,1.0,1.0,Private room,2,100.0,19,4.63,4.47,4.53,4.58,4.53,4.32,4.47,0.29,Firenze,Early Autumn,1,shared,"43.75968, 11.28618",2024-09-15
53250194,16,2017-09-24,Host,117.0,Centro Storico,3.0,3.0,Entire home,6,300.0,63,4.48,4.71,4.52,4.6,4.52,4.94,4.62,1.87,Firenze,Early Autumn,2,private,"43.77231, 11.24858",2024-09-15
518766329386094623,9,2015-01-15,Superhost,3.0,Centro Storico,2.0,1.0,Entire home,4,150.0,61,4.8,4.85,4.89,4.66,4.74,4.95,4.8,1.95,Firenze,Early Autumn,1,private,"43.7675, 11.24711",2024-09-15
1177440885744853789,4,2013-06-11,Host,1.0,Rifredi,2.0,1.0,Private room,2,65.0,4,4.5,4.5,4.75,4.25,4.75,4.0,4.75,2.61,Firenze,Early Autumn,1,private,"43.8038687, 11.2394117",2024-09-15
897153189061345325,29,2014-12-29,Superhost,2.0,Centro Storico,3.0,2.0,Entire home,6,204.0,38,4.97,5.0,4.95,5.0,4.97,4.82,4.87,2.43,Firenze,Early Autumn,1,private,"43.77828, 11.24369",2024-09-15
1084643656795932369,8,2016-10-25,Superhost,67.0,Centro Storico,3.0,3.0,Entire home,6,273.0,8,4.88,4.75,4.88,4.5,5.0,4.63,4.63,1.42,Firenze,Early Autumn,3,private,"43.7763385, 11.2411956",2024-09-15
940557236744667542,55,2016-09-23,Superhost,6.0,Centro Storico,1.0,1.0,Entire home,2,134.0,55,4.76,4.84,4.75,4.93,4.84,4.91,4.71,4.53,Firenze,Early Autumn,1,private,"43.767454799781206, 11.247887389278675",2024-09-15
42226725,20,2020-02-11,Superhost,1.0,Rifredi,1.0,1.0,Entire home,3,100.0,43,4.93,4.93,4.95,4.93,4.95,4.53,4.84,1.23,Firenze,Early Autumn,1,private,"43.80622, 11.23866",2024-09-15
13178169,39,2016-03-03,Superhost,2.0,Centro Storico,1.0,1.0,Entire home,2,186.0,267,4.77,4.91,4.9,4.88,4.89,4.91,4.83,2.67,Firenze,Early Autumn,1,private,"43.77169, 11.25481",2024-09-15
1166492811205758820,2,2019-08-14,Host,8.0,Centro Storico,2.0,1.0,Entire home,4,123.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8,Firenze,Early Autumn,1,private,"43.7640571, 11.246105",2024-09-15
1092644030701028805,2,2024-02-16,Host,7.0,Centro Storico,2.0,1.0,Entire home,4,327.0,2,4.5,4.5,5.0,5.0,5.0,4.5,4.5,0.42,Firenze,Early Autumn,2,private,"43.766849, 11.2501477",2024-09-15
21521870,2,2017-10-27,Host,2.0,Centro Storico,2.0,1.0,Entire home,3,89.0,43,4.67,4.91,4.79,4.95,4.95,4.67,4.79,0.52,Firenze,Early Autumn,1,private,"43.78256, 11.23789",2024-09-15
48690363,7,2023-12-08,Superhost,23.0,Centro Storico,2.0,2.0,Entire home,8,456.0,17,4.82,4.88,4.94,4.88,4.88,4.88,4.76,0.45,Firenze,Early Autumn,3,private,"43.770081, 11.265723",2024-09-15
20695418,35,2014-04-30,Host,2.0,Campo di Marte,5.0,3.0,Entire home,5,85.0,400,4.65,4.82,4.66,4.94,4.92,4.47,4.65,4.67,Firenze,Early Autumn,1,private,"43.76777, 11.32215",2024-09-15
15942083,44,2015-03-06,Host,6.0,Centro Storico,4.0,1.0,Entire home,7,116.0,747,4.51,4.69,4.48,4.78,4.81,4.83,4.52,7.86,Firenze,Early Autumn,2,private,"43.769314, 11.26561",2024-09-15
1004137272799269980,1,2023-10-17,Host,1.0,Centro Storico,1.0,1.0,Entire home,3,150.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,Firenze,Early Autumn,2,private,"43.7737788, 11.2467337",2024-09-15
623007176876104910,21,2018-12-21,Host,1.0,Centro Storico,1.0,1.0,Entire home,2,120.0,33,4.82,4.79,4.79,4.82,4.85,4.97,4.67,1.42,Firenze,Early Autumn,1,private,"43.7642028335186, 11.2625802308321",2024-09-15
11297699,39,2014-03-04,Host,3.0,Centro Storico,1.0,1.0,Private room,2,85.0,197,4.82,4.84,4.82,4.89,4.86,4.74,4.83,1.91,Firenze,Early Autumn,2,private,"43.78020477294922, 11.243369102478027",2024-09-15
346239,3,2012-02-15,Superhost,5.0,Campo di Marte,2.0,1.0,Entire home,4,157.0,38,4.76,4.86,4.89,4.95,4.92,4.84,4.78,0.34,Firenze,Early Autumn,1,private,"43.77149, 11.31847",2024-09-15
890982028578789041,19,2023-05-14,Superhost,1.0,Rifredi,3.0,1.0,Entire home,5,154.0,27,4.93,4.96,4.96,4.78,4.89,4.96,4.93,1.7,Firenze,Early Autumn,2,private,"43.80334843791722, 11.252819939850944",2024-09-15
962107144132524011,8,2016-11-29,Superhost,4.0,Centro Storico,1.0,1.0,Entire home,2,155.0,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,Firenze,Early Autumn,1,private,"43.766423, 11.2549696",2024-09-15
1141002,0,2013-05-06,Host,1.0,Campo di Marte,1.0,1.0,Entire home,2,71.0,21,4.86,5.0,4.86,4.86,4.9,4.81,4.81,0.16,Firenze,Early Autumn,1,private,"43.77257, 11.27959",2024-09-15
22804056,35,2018-01-18,Host,3.0,Centro Storico,3.0,2.0,Entire home,6,179.0,282,4.71,4.76,4.84,4.85,4.82,4.91,4.65,3.53,Firenze,Early Autumn,2,private,"43.77488, 11.24634",2024-09-15
1004855199732613208,57,2014-09-15,Host,11.0,Centro Storico,2.0,2.0,Entire home,4,171.0,57,4.54,4.75,4.58,4.63,4.72,4.88,4.53,5.2,Firenze,Early Autumn,1,private,"43.77220779788925, 11.249199086542047",2024-09-15
2468854,35,2014-02-27,Superhost,4.0,Centro Storico,2.0,1.0,Entire home,3,145.0,54,4.85,4.87,4.78,4.89,4.93,4.93,4.78,3.29,Firenze,Early Autumn,1,private,"43.77598204122392, 11.252126378161204",2024-09-15
22477845,0,2012-11-15,Host,171.0,Centro Storico,2.0,2.0,Entire home,3,150.0,3,4.0,4.0,4.33,4.33,4.67,4.33,3.33,0.11,Firenze,Early Autumn,1,private,"43.77592, 11.25279",2024-09-15
864359684097446087,42,2023-04-07,Superhost,1.0,Centro Storico,3.0,2.0,Entire home,4,311.0,70,4.96,4.96,4.96,4.9,4.97,4.96,4.87,4.1,Firenze,Early Autumn,1,private,"43.7700961, 11.2544689",2024-09-15
5181610,6,2015-01-27,Host,1.0,Centro Storico,2.0,1.0,Entire home,4,190.0,81,4.56,4.78,4.68,4.81,4.81,4.93,4.59,0.71,Firenze,Early Autumn,1,private,"43.77562, 11.25772",2024-09-15
1179405625836008104,1,2024-05-15,Host,4.0,Campo di Marte,1.0,1.0,Private room,2,60.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.34,Firenze,Early Autumn,0,private,"43.76577510000001, 11.3096163",2024-09-15
24534834,7,2012-09-17,Superhost,2.0,Campo di Marte,3.0,2.0,Entire home,4,350.0,74,4.89,4.92,4.88,4.91,4.93,4.62,4.7,0.97,Firenze,Early Autumn,2,private,"43.77203, 11.2754",2024-09-15
1689559,0,2012-11-29,Host,2.0,Campo di Marte,4.0,2.0,Entire home,4,115.0,3,4.33,4.67,5.0,4.67,4.5,4.33,4.33,0.03,Firenze,Early Autumn,2,private,"43.77761, 11.27289",2024-09-15
45052040,44,2015-03-09,Superhost,2.0,Centro Storico,2.0,2.0,Entire home,4,220.0,126,4.92,4.94,4.99,4.92,4.99,4.86,4.89,4.12,Firenze,Early Autumn,2,private,"43.77127, 11.24091",2024-09-15
780180656970592422,3,2015-09-28,Host,256.0,Centro Storico,2.0,2.0,Entire home,7,150.0,3,4.0,4.67,4.67,4.33,5.0,4.33,4.33,0.34,Firenze,Early Autumn,3,private,"43.7806997251303, 11.2573339908073",2024-09-15
1119575063669794506,10,2015-05-25,Superhost,1.0,Rifredi,1.0,1.0,Entire home,2,120.0,10,5.0,5.0,4.9,4.8,5.0,5.0,4.7,2.1,Firenze,Early Autumn,2,private,"43.799067, 11.2352619",2024-09-15
1050567622788259081,9,2012-08-15,Superhost,2.0,Centro Storico,0.0,2.0,Entire home,4,200.0,9,5.0,4.78,5.0,4.89,5.0,4.89,4.89,1.58,Firenze,Early Autumn,1,private,"43.7697653, 11.2638201",2024-09-15
1047501161335592894,25,2019-10-23,Superhost,1.0,Centro Storico,2.0,2.0,Entire home,3,200.0,25,4.84,4.8,4.76,4.72,4.88,4.92,4.64,4.69,Firenze,Early Autumn,2,private,"43.770391574954665, 11.267659915661737",2024-09-15
48423499,17,2016-03-20,Superhost,50.0,Centro Storico,3.0,2.0,Entire home,5,181.0,64,4.8,4.75,4.77,4.75,4.81,4.97,4.77,1.51,Firenze,Early Autumn,1,private,"43.7733, 11.25884",2024-09-15
32534166,0,2014-02-04,Host,36.0,Centro Storico,1.0,1.0,Hotel room,4,1000.0,39,4.15,4.51,4.72,4.23,3.97,4.72,4.38,0.59,Firenze,Early Autumn,1,shared,"43.76841, 11.26435",2024-09-15
1201266228152406186,3,2015-10-27,Host,4.0,Centro Storico,2.0,2.0,Entire home,4,171.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.73,Firenze,Early Autumn,2,private,"43.7711942, 11.2645121",2024-09-15
866290378558658816,12,2016-03-08,Superhost,5.0,Rifredi,2.0,1.0,Private room,1,79.0,24,5.0,4.88,5.0,5.0,5.0,4.75,4.88,1.45,Firenze,Early Autumn,1,private,"43.7889055, 11.2271768",2024-09-15
999101116444257066,2,2015-07-17,Host,82.0,Centro Storico,3.0,3.0,Entire home,6,1000.0,2,2.5,2.5,4.0,2.0,2.5,3.0,2.5,0.75,Firenze,Early Autumn,2,private,"43.7693226, 11.2542046",2024-09-15
35641879,50,2013-04-24,Superhost,5.0,Centro Storico,3.0,1.0,Private room,4,97.0,223,4.87,4.9,4.93,4.92,4.87,4.85,4.84,3.51,Firenze,Early Autumn,1,private,"43.77799224853516, 11.245227813720703",2024-09-15
31635041,0,2013-01-07,Superhost,24.0,Centro Storico,1.0,1.0,Entire home,2,200.0,1,2.0,4.0,5.0,4.0,3.0,5.0,2.0,0.02,Firenze,Early Autumn,1,private,"43.77357, 11.26003",2024-09-15
34740438,17,2015-04-19,Host,2.0,Centro Storico,3.0,2.0,Entire home,4,140.0,65,4.69,4.82,4.77,4.89,4.82,4.62,4.72,1.01,Firenze,Early Autumn,1,private,"43.78462219238281, 11.23896312713623",2024-09-15
32251294,19,2019-02-09,Host,1.0,Rifredi,2.0,1.0,Entire home,3,96.0,275,4.8,4.91,4.73,4.88,4.89,4.64,4.75,4.04,Firenze,Early Autumn,1,private,"43.79392, 11.21385",2024-09-15
1209892477770842665,1,2015-08-11,Host,11.0,Centro Storico,2.0,2.0,Entire home,6,230.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,Firenze,Early Autumn,2,private,"43.7805617, 11.2629305",2024-09-15
6760458,0,2013-05-02,Superhost,3.0,Campo di Marte,8.0,1.0,Private room,2,31.0,230,4.86,4.92,4.97,4.97,4.86,4.56,4.89,2.04,Firenze,Early Autumn,2,shared,"43.78995, 11.27101",2024-09-15
47778667,6,2017-01-04,Superhost,4.0,Campo di Marte,2.0,1.0,Entire home,4,109.0,92,4.62,4.67,4.68,4.77,4.5,4.78,4.71,2.96,Firenze,Early Autumn,1,private,"43.77139, 11.27254",2024-09-15
10723461,52,2013-05-23,Superhost,3.0,Centro Storico,3.0,2.0,Entire home,4,108.0,370,4.93,4.95,4.91,4.98,4.99,4.91,4.91,3.58,Firenze,Early Autumn,2,private,"43.77254, 11.26972",2024-09-15
578246104503519272,12,2015-10-25,Superhost,3.0,Centro Storico,2.0,1.0,Entire home,4,120.0,66,4.92,4.91,4.91,4.95,4.98,4.98,4.85,2.23,Firenze,Early Autumn,1,private,"43.77086, 11.25648",2024-09-15
11903967,8,2016-03-11,Superhost,1.0,Centro Storico,3.0,2.0,Entire home,4,300.0,12,5.0,5.0,5.0,5.0,5.0,5.0,4.92,0.12,Firenze,Early Autumn,2,private,"43.76669, 11.24861",2024-09-15
1168743990108030228,1,2018-02-24,Host,73.0,Centro Storico,2.0,1.0,Entire home,4,130.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Firenze,Early Autumn,1,private,"43.769302845858405, 11.259472751586827",2024-09-15
679419317737318467,25,2017-01-31,Host,82.0,Centro Storico,2.0,1.0,Entire home,4,218.0,68,4.87,4.94,4.93,4.96,4.9,4.93,4.78,3.02,Firenze,Early Autumn,1,private,"43.76985279049736, 11.26122919771172",2024-09-15
14819203,20,2019-01-21,Host,80.0,Centro Storico,4.0,2.0,Entire home,4,1000.0,199,4.71,4.85,4.85,4.73,4.82,4.78,4.71,2.03,Firenze,Early Autumn,2,private,"43.77472305297852, 11.244357109069824",2024-09-15
930235632594930865,1,2023-07-07,Superhost,3.0,Centro Storico,1.0,1.0,Private room,2,94.0,5,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.37,Firenze,Early Autumn,1,private,"43.7720714425093, 11.264536649758732",2024-09-15
1092813915703272820,36,2020-01-02,Superhost,26.0,Centro Storico,1.0,1.0,Entire home,4,207.0,36,4.92,4.89,4.94,4.81,4.92,4.97,4.83,5.51,Firenze,Early Autumn,2,private,"43.7713103, 11.2500827",2024-09-15
903331870753090098,55,2019-08-13,Superhost,1.0,Rifredi,2.0,1.0,Entire home,4,98.0,67,4.94,4.94,4.97,4.91,5.0,4.87,4.85,4.79,Firenze,Early Autumn,1,private,"43.79045723343501, 11.22651612405188",2024-09-15
4179693,10,2012-08-20,Host,132.0,Centro Storico,2.0,2.0,Entire home,4,212.0,88,4.35,4.45,4.44,4.49,4.47,4.86,4.34,0.74,Firenze,Early Autumn,2,private,"43.76693, 11.25366",2024-09-15
813689361617994090,1,2019-09-27,Host,24.0,Centro Storico,1.0,1.0,Entire home,4,127.0,6,3.5,3.83,3.83,3.83,3.67,4.33,3.83,0.37,Firenze,Early Autumn,1,private,"43.78175364418697, 11.258021451356097",2024-09-15
40426922,44,2016-09-13,Superhost,1.0,Centro Storico,1.0,1.0,Entire home,2,92.0,121,4.86,4.9,4.79,4.96,4.96,4.93,4.82,2.11,Firenze,Early Autumn,1,private,"43.77726, 11.25382",2024-09-15
907920590141405431,23,2016-07-18,Host,1.0,Centro Storico,2.0,1.0,Entire home,3,219.0,24,4.92,4.92,5.0,5.0,4.92,5.0,4.92,1.95,Firenze,Early Autumn,1,private,"43.76753, 11.24885",2024-09-15
2776797,2,2014-04-07,Host,13.0,Centro Storico,2.0,1.0,Hotel room,4,245.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06,Firenze,Early Autumn,1,private,"43.77156, 11.26179",2024-09-15
7499382,0,2015-07-22,Host,7.0,Centro Storico,1.0,1.0,Entire home,2,397.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Firenze,Early Autumn,1,private,"43.7697, 11.25305",2024-09-15
633337578712966101,49,2014-08-08,Superhost,1.0,Campo di Marte,2.0,1.0,Entire home,3,110.0,112,4.96,4.95,4.99,4.96,4.97,4.71,4.88,3.97,Firenze,Early Autumn,1,private,"43.78293, 11.26393",2024-09-15
1093407244512549843,3,2024-02-17,Host,1.0,Centro Storico,2.0,2.0,Entire home,4,250.0,3,4.67,5.0,4.67,5.0,4.67,5.0,4.67,0.71,Firenze,Early Autumn,2,private,"43.7667542, 11.2639527",2024-09-15
1247439,0,2013-05-25,Host,5.0,Campo di Marte,1.0,1.0,Private room,2,141.0,54,4.91,4.9,4.92,4.94,4.94,4.65,4.86,0.4,Firenze,Early Autumn,1,private,"43.78207, 11.27845",2024-09-15
