Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
870068424110367316,49,2023-03-16,Host,2.0,VILLAPIZZONE,0.0,1.0,Entire home,3,68.0,70,4.69,4.71,4.67,4.74,4.79,4.69,4.54,4.85,Milano,Early Summer,1,private,"45.488920972989895, 9.149017334393305",2024-06-15
35183232,0,2013-02-11,Host,53.0,DUOMO,1.0,1.0,Entire home,2,228.0,3,5.0,4.67,5.0,5.0,5.0,5.0,5.0,0.05,Milano,Early Summer,1,private,"45.47036, 9.19661",2024-06-15
1130918695457673015,5,2016-06-07,Host,60.0,CITTA' STUDI,2.0,2.0,Entire home,4,154.0,5,4.8,5.0,5.0,4.25,5.0,4.75,5.0,2.31,Milano,Early Summer,2,private,"45.48411939999999, 9.22788944603272",2024-06-15
3807587,48,2012-04-27,Superhost,3.0,VIALE MONZA,4.0,2.0,Entire home,6,170.0,351,4.84,4.9,4.8,4.93,4.94,4.81,4.76,2.96,Milano,Early Summer,2,private,"45.50495, 9.21988",2024-06-15
12660736,22,2016-04-25,Host,2.0,BUENOS AIRES - VENEZIA,1.0,1.0,Entire home,2,69.0,285,4.77,4.86,4.64,4.91,4.91,4.66,4.77,2.91,Milano,Early Summer,1,private,"45.48414, 9.22338",2024-06-15
33707474,3,2012-03-29,Superhost,5.0,S. CRISTOFORO,1.0,1.0,Private room,2,110.0,13,5.0,4.92,5.0,5.0,5.0,4.54,4.92,0.4,Milano,Early Summer,1,private,"45.44073, 9.1595",2024-06-15
26172408,35,2014-10-09,Host,10.0,S. SIRO,2.0,1.0,Entire home,4,107.0,65,4.51,4.65,4.29,4.68,4.68,4.74,4.26,1.98,Milano,Early Summer,1,private,"45.47492, 9.1239",2024-06-15
32980756,31,2019-03-11,Host,3.0,S. SIRO,1.0,1.0,Private room,2,120.0,101,4.75,4.79,4.77,4.71,4.71,4.88,4.5,1.58,Milano,Early Summer,1,private,"45.48131, 9.11764",2024-06-15
616002842372788181,0,2021-10-05,Host,52.0,DUOMO,1.0,1.0,Entire home,4,310.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Milano,Early Summer,1,private,"45.464733, 9.193819",2024-06-15
736829645981565725,4,2012-05-26,Host,4.0,PORTA ROMANA,3.0,1.0,Entire home,2,105.0,12,4.92,5.0,4.75,5.0,4.92,4.83,4.92,0.6,Milano,Early Summer,1,private,"45.45406, 9.20387",2024-06-15
1028722,26,2013-04-17,Superhost,3.0,GIAMBELLINO,4.0,2.0,Entire home,4,551.0,289,4.76,4.8,4.8,4.9,4.95,4.7,4.61,2.21,Milano,Early Summer,1,private,"45.45186926360354, 9.153390260321324",2024-06-15
22286383,0,2017-12-12,Superhost,11.0,VIGENTINA,1.0,1.0,Entire home,2,126.0,4,4.75,4.5,5.0,5.0,5.0,4.75,4.0,0.11,Milano,Early Summer,1,private,"45.45162, 9.19027",2024-06-15
909183577389849032,11,2021-05-16,Host,61.0,VIGENTINA,1.0,1.0,Entire home,2,122.0,11,4.45,4.73,4.73,3.82,4.09,4.73,4.36,0.95,Milano,Early Summer,1,private,"45.453430959246845, 9.192926437434394",2024-06-15
47702766,11,2016-01-26,Superhost,1.0,SELINUNTE,1.0,0.0,Entire home,2,85.0,47,4.89,4.87,4.91,4.87,4.87,4.74,4.68,1.4,Milano,Early Summer,1,private,"45.47243, 9.13277",2024-06-15
33027848,48,2019-03-13,Host,2.0,TICINESE,1.0,0.0,Entire home,2,60.0,175,4.55,4.74,4.57,4.71,4.78,4.47,4.45,2.74,Milano,Early Summer,1,private,"45.44343, 9.17711",2024-06-15
833333062886741621,2,2020-06-17,Host,1.0,MAGGIORE - MUSOCCO,4.0,2.0,Entire home,4,130.0,8,5.0,4.75,4.75,4.75,4.75,4.75,4.88,0.51,Milano,Early Summer,1,private,"45.51008048963006, 9.104157566407604",2024-06-15
627375131353077720,2,2014-07-09,Host,3.0,GHISOLFA,2.0,1.0,Entire home,2,83.0,9,4.11,3.89,3.78,4.67,4.78,4.33,3.89,0.36,Milano,Early Summer,1,private,"45.48814, 9.16606",2024-06-15
1121052831875185316,6,2015-03-05,Host,4.0,GUASTALLA,2.0,1.0,Entire home,4,123.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.19,Milano,Early Summer,1,private,"45.4531127, 9.2025768",2024-06-15
23888451,50,2022-05-06,Host,38.0,CENTRALE,1.0,1.0,Entire home,4,116.0,109,4.72,4.85,4.73,4.86,4.92,4.77,4.71,4.44,Milano,Early Summer,1,private,"45.488525390625, 9.209896087646484",2024-06-15
20075460,0,2013-09-24,Host,404.0,MAGENTA - S. VITTORE,2.0,1.0,Entire home,2,71.0,93,4.4,4.65,4.54,4.48,4.47,4.77,4.43,1.13,Milano,Early Summer,1,private,"45.45784, 9.1706",2024-06-15
13567352,35,2012-08-04,Superhost,7.0,BICOCCA,1.0,1.0,Private room,2,64.0,76,4.92,4.91,4.96,4.92,4.92,4.79,4.75,0.78,Milano,Early Summer,1,private,"45.51725, 9.20914",2024-06-15
1127340038698188694,13,2017-05-01,Superhost,7.0,DUOMO,1.0,1.0,Entire home,4,93.0,13,4.69,4.92,4.67,4.83,4.83,4.83,4.33,5.57,Milano,Early Summer,1,private,"45.45838, 9.18033",2024-06-15
1126078993455563073,8,2018-12-11,Host,239.0,DUOMO,3.0,2.0,Entire home,4,367.0,8,4.5,4.88,5.0,4.38,4.5,5.0,4.75,3.64,Milano,Early Summer,2,private,"45.4641402, 9.1967183",2024-06-15
887729,0,2013-01-09,Host,2.0,TICINESE,6.0,2.0,Entire home,4,250.0,49,4.55,4.69,4.53,4.69,4.69,4.71,4.35,0.39,Milano,Early Summer,1,private,"45.44562, 9.1806",2024-06-15
24362606,4,2018-02-26,Superhost,6.0,GUASTALLA,3.0,1.0,Entire home,3,145.0,13,4.85,4.62,5.0,4.92,4.85,4.69,4.69,0.17,Milano,Early Summer,1,private,"45.45806, 9.19404",2024-06-15
5585926,1,2015-03-08,Host,1.0,TICINESE,1.0,1.0,Entire home,2,125.0,10,4.8,4.8,4.9,5.0,4.8,4.9,4.7,0.09,Milano,Early Summer,1,private,"45.45116, 9.18108",2024-06-15
1089128105069359836,11,2014-06-29,Host,13.0,TORTONA,2.0,1.0,Entire home,4,95.0,11,4.82,4.9,4.8,4.8,4.9,4.9,4.7,2.73,Milano,Early Summer,1,private,"45.4544792524013, 9.158586538028713",2024-06-15
1122228911777393581,1,2015-12-14,Host,1.0,XXII MARZO,1.0,1.0,Entire home,2,80.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.46,Milano,Early Summer,1,private,"45.46224449189101, 9.219209030270576",2024-06-15
858477815580632470,4,2013-06-28,Host,1.0,VIGENTINA,1.0,1.0,Entire home,1,230.0,7,5.0,4.86,5.0,5.0,5.0,5.0,4.86,0.49,Milano,Early Summer,1,private,"45.4530548, 9.1913754",2024-06-15
843239494615958104,0,2015-12-03,Host,5.0,BRERA,2.0,1.0,Entire home,2,500.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,Milano,Early Summer,1,private,"45.469094389140544, 9.18531784740023",2024-06-15
2525084,0,2012-04-05,Host,1.0,MACIACHINI - MAGGIOLINA,2.0,1.0,Entire home,4,85.0,6,5.0,5.0,5.0,5.0,5.0,4.67,4.67,0.05,Milano,Early Summer,1,private,"45.50015183886528, 9.196530342102047",2024-06-15
1146986552997384640,2,2019-05-21,Host,2.0,CENTRALE,0.0,1.0,Private room,1,69.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Milano,Early Summer,1,private,"45.494971213101415, 9.207692093823928",2024-06-15
891952294352025592,13,2023-05-15,Superhost,1.0,SACCO,1.0,1.0,Entire home,2,61.0,14,5.0,5.0,5.0,5.0,5.0,4.71,4.64,1.05,Milano,Early Summer,1,private,"45.51804, 9.11873",2024-06-15
24515432,152,2017-04-02,Superhost,1.0,GARIBALDI REPUBBLICA,1.0,1.0,Entire home,2,66.0,774,4.81,4.9,4.92,4.91,4.9,4.89,4.8,10.3,Milano,Early Summer,1,private,"45.48106, 9.18642",2024-06-15
817084287196016226,38,2013-09-24,Host,404.0,DUOMO,2.0,1.0,Entire home,4,180.0,50,4.66,4.82,4.73,4.61,4.61,4.9,4.43,3.01,Milano,Early Summer,1,private,"45.466158195122695, 9.182445865827429",2024-06-15
1076754649792311294,4,2023-12-23,Host,3.0,TIBALDI,2.0,1.0,Entire home,4,49.0,4,4.75,4.25,4.25,5.0,5.0,4.75,4.25,0.87,Milano,Early Summer,1,private,"45.4406219, 9.1802807",2024-06-15
618137716167070463,1,2014-05-25,Host,4.0,LORETO,1.0,1.0,Private room,2,100.0,2,4.5,4.0,5.0,5.0,5.0,4.0,4.5,0.16,Milano,Early Summer,1,private,"45.49058, 9.21494",2024-06-15
959335143239467898,12,2014-07-21,Host,481.0,DE ANGELI - MONTE ROSA,3.0,2.0,Entire home,4,108.0,12,4.5,4.75,4.5,4.42,4.33,4.42,4.5,1.18,Milano,Early Summer,2,private,"45.474045, 9.1449912",2024-06-15
470295,32,2011-06-27,Host,5.0,NAVIGLI,2.0,1.0,Private room,2,42.0,275,4.34,4.44,4.21,4.63,4.63,4.51,4.27,1.88,Milano,Early Summer,1,private,"45.44528, 9.16734",2024-06-15
12371592,0,2016-04-12,Host,2.0,TICINESE,2.0,1.0,Entire home,4,80.0,42,4.95,4.98,4.98,4.95,4.98,4.56,4.98,0.42,Milano,Early Summer,1,private,"45.44445, 9.18146",2024-06-15
728162330041332133,3,2015-04-18,Host,1.0,PORTA ROMANA,1.0,1.0,Entire home,2,150.0,5,4.8,4.8,4.8,4.8,4.8,4.8,4.6,0.31,Milano,Early Summer,1,private,"45.454897, 9.2051375",2024-06-15
1100481410550433160,3,2022-07-04,Host,10.0,UMBRIA - MOLISE,2.0,1.0,Entire home,2,70.0,3,4.67,4.33,4.33,4.67,5.0,4.0,4.33,0.99,Milano,Early Summer,1,private,"45.451638, 9.2205348",2024-06-15
1116832362095737452,1,2012-08-31,Superhost,7.0,BRERA,2.0,1.0,Entire home,4,176.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.45,Milano,Early Summer,2,private,"45.4729113, 9.1917967",2024-06-15
686821971521484628,6,2018-01-17,Superhost,2.0,SELINUNTE,2.0,1.0,Entire home,4,169.0,9,4.56,5.0,4.89,5.0,5.0,5.0,4.22,0.41,Milano,Early Summer,1,private,"45.4702282, 9.1424266",2024-06-15
1082592522899624631,3,2012-07-13,Host,128.0,BUENOS AIRES - VENEZIA,2.0,1.0,Entire home,4,113.0,3,3.67,4.67,4.33,4.33,4.67,4.67,4.0,0.76,Milano,Early Summer,1,private,"45.47589749999999, 9.2045269",2024-06-15
1056385364995841761,3,2023-12-28,Host,2.0,GIAMBELLINO,5.0,3.0,Entire home,9,290.0,3,4.67,5.0,4.33,5.0,5.0,5.0,5.0,0.71,Milano,Early Summer,1,private,"45.45457410105404, 9.15179708174257",2024-06-15
828744489105288021,3,2013-09-24,Host,404.0,PORTA ROMANA,2.0,2.0,Entire home,4,180.0,6,4.67,4.83,5.0,4.83,4.33,4.83,4.5,0.41,Milano,Early Summer,1,private,"45.44826105720709, 9.202243212005635",2024-06-15
1086365678464318303,17,2024-02-07,Host,1.0,TORTONA,1.0,1.0,Entire home,4,99.0,17,4.94,5.0,5.0,5.0,5.0,5.0,4.71,6.62,Milano,Early Summer,1,private,"45.45199067320068, 9.157521899650414",2024-06-15
917251718775217765,12,2015-03-15,Host,5.0,TICINESE,0.0,1.0,Entire home,2,70.0,12,4.42,4.5,4.75,4.92,4.92,4.92,4.08,1.01,Milano,Early Summer,1,private,"45.4558873, 9.1754552",2024-06-15
40690572,3,2016-05-04,Superhost,6.0,PARCO SEMPIONE,2.0,1.0,Entire home,4,163.0,42,4.76,4.83,4.9,4.73,4.8,4.93,4.63,0.84,Milano,Early Summer,1,private,"45.47532, 9.17205",2024-06-15
1131202613598932034,8,2015-07-18,Host,2.0,NIGUARDA - CA' GRANDA,0.0,1.0,Private room,2,70.0,8,5.0,4.86,5.0,5.0,5.0,4.86,4.57,3.75,Milano,Early Summer,1,private,"45.5083077, 9.1966288",2024-06-15
760010105070174992,25,2013-09-02,Superhost,1.0,BRERA,1.0,1.0,Entire home,2,129.0,32,4.81,4.81,4.5,4.94,4.94,5.0,4.69,1.71,Milano,Early Summer,1,private,"45.4761438, 9.18383",2024-06-15
52730399,1,2015-02-13,Host,547.0,MECENATE,2.0,1.0,Entire home,4,109.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06,Milano,Early Summer,2,private,"45.452015, 9.241929",2024-06-15
941787515113384224,11,2022-09-14,Host,10.0,NIGUARDA - CA' GRANDA,1.0,1.0,Private room,2,78.0,11,4.64,4.55,4.64,4.73,4.82,4.55,4.45,1.04,Milano,Early Summer,1,shared,"45.51901541197903, 9.196789587597994",2024-06-15
1034136543234534641,18,2016-03-23,Host,1.0,DE ANGELI - MONTE ROSA,3.0,2.0,Entire home,5,154.0,18,4.5,4.71,4.53,4.59,4.65,4.76,4.59,2.76,Milano,Early Summer,3,private,"45.46853492088391, 9.15228130740965",2024-06-15
15233915,0,2015-02-13,Host,547.0,GUASTALLA,2.0,1.0,Entire home,4,181.0,8,4.25,4.38,4.25,4.25,4.0,4.63,4.38,0.09,Milano,Early Summer,1,private,"45.46267, 9.1984",2024-06-15
5923202,13,2013-01-28,Superhost,1.0,VIGENTINA,1.0,1.0,Entire home,2,138.0,34,4.88,4.94,4.71,4.91,4.94,4.85,4.79,1.54,Milano,Early Summer,1,private,"45.44946, 9.19534",2024-06-15
1035432947333864113,3,2022-12-13,Superhost,18.0,GHISOLFA,2.0,1.0,Entire home,4,196.0,3,5.0,5.0,4.67,4.33,4.33,4.0,4.0,0.52,Milano,Early Summer,1,private,"45.48958, 9.16659",2024-06-15
1034902872076025349,28,2023-05-01,Superhost,21.0,STADERA,1.0,1.0,Private room,2,73.0,28,5.0,5.0,4.96,4.93,4.93,4.67,4.93,4.64,Milano,Early Summer,1,private,"45.4326208972317, 9.18225057200555",2024-06-15
53745544,6,2021-12-09,Superhost,3.0,ISOLA,1.0,1.0,Entire home,2,161.0,19,4.74,4.95,4.95,4.74,4.84,4.47,4.63,0.63,Milano,Early Summer,1,private,"45.49631, 9.18464",2024-06-15
861528152734471256,0,2023-01-18,Host,1.0,LODI - CORVETTO,1.0,1.0,Entire home,2,72.0,4,5.0,5.0,4.5,5.0,5.0,4.75,5.0,0.28,Milano,Early Summer,1,private,"45.44199, 9.22336",2024-06-15
1054875372246669975,1,2012-05-30,Host,155.0,GRECO,2.0,1.0,Entire home,4,91.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,Milano,Early Summer,1,private,"45.50578, 9.20776",2024-06-15
906329178541834491,64,2023-02-03,Superhost,1.0,LODI - CORVETTO,5.0,2.0,Entire home,8,241.0,67,4.88,4.75,4.9,4.78,4.99,4.61,4.75,5.32,Milano,Early Summer,1,private,"45.43779, 9.23424",2024-06-15
1164407248565921110,1,2013-09-24,Host,404.0,DUOMO,2.0,1.0,Entire home,3,173.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Milano,Early Summer,2,private,"45.45933, 9.18444",2024-06-15
1696562,0,2013-09-20,Host,4.0,VILLAPIZZONE,1.0,1.0,Private room,1,60.0,16,4.81,4.88,4.94,5.0,5.0,4.69,4.81,0.15,Milano,Early Summer,2,shared,"45.50199, 9.14773",2024-06-15
24303357,6,2016-07-20,Host,1.0,NAVIGLI,6.0,3.0,Entire home,5,121.0,20,4.65,4.65,4.65,5.0,4.95,4.85,4.75,0.27,Milano,Early Summer,1,private,"45.44709, 9.17211",2024-06-15
40300539,0,2014-09-25,Host,138.0,BUENOS AIRES - VENEZIA,3.0,2.0,Entire home,4,130.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Milano,Early Summer,2,private,"45.48366, 9.21411",2024-06-15
937721096030689804,5,2022-03-26,Superhost,8.0,GHISOLFA,2.0,1.0,Entire home,4,107.0,5,5.0,5.0,5.0,4.8,5.0,4.8,5.0,0.6,Milano,Early Summer,1,private,"45.4948929, 9.1630107",2024-06-15
24224283,53,2016-03-11,Host,2.0,SARPI,2.0,1.0,Entire home,3,80.0,295,4.64,4.72,4.55,4.81,4.78,4.83,4.47,3.92,Milano,Early Summer,1,private,"45.47825, 9.18029",2024-06-15
1102905216837870870,5,2024-03-01,Host,1.0,RONCHETTO SUL NAVIGLIO,0.0,1.0,Entire home,2,76.0,5,5.0,5.0,5.0,4.8,5.0,5.0,5.0,1.42,Milano,Early Summer,1,private,"45.44518, 9.1407",2024-06-15
858677046407921020,2,2020-09-25,Host,1.0,BUENOS AIRES - VENEZIA,0.0,1.0,Entire home,2,141.0,5,5.0,5.0,4.8,4.8,5.0,4.8,4.8,0.35,Milano,Early Summer,1,private,"45.47236253153843, 9.20777620313065",2024-06-15
39022819,1,2014-09-28,Host,3.0,DUOMO,1.0,1.0,Entire home,2,309.0,36,4.89,4.94,5.0,4.94,4.97,4.97,4.81,0.63,Milano,Early Summer,1,private,"45.46478, 9.17651",2024-06-15
6600340,53,2011-10-19,Superhost,2.0,TICINESE,3.0,2.0,Entire home,4,221.0,264,4.83,4.86,4.84,4.83,4.82,4.84,4.75,2.65,Milano,Early Summer,2,private,"45.45611, 9.18014",2024-06-15
1126211033293804606,7,2016-07-01,Host,2.0,ISOLA,0.0,1.0,Entire home,4,96.0,7,4.71,4.86,5.0,4.57,4.86,4.57,4.71,3.18,Milano,Early Summer,1,private,"45.48852, 9.1862",2024-06-15
30060086,2,2016-03-07,Superhost,2.0,TORTONA,2.0,1.0,Entire home,4,115.0,19,4.68,4.84,4.79,4.84,4.89,4.74,4.42,0.3,Milano,Early Summer,1,private,"45.457443, 9.163761",2024-06-15
600352448979647965,26,2012-12-19,Host,2.0,NAVIGLI,0.0,1.0,Entire home,2,140.0,43,4.93,4.91,4.98,4.98,5.0,4.88,4.7,1.65,Milano,Early Summer,1,private,"45.45029, 9.17133",2024-06-15
17081696,52,2016-07-05,Superhost,1.0,BRERA,2.0,1.0,Entire home,2,113.0,365,4.94,4.96,4.98,4.98,4.99,4.97,4.89,4.16,Milano,Early Summer,1,private,"45.47637, 9.1857",2024-06-15
712810646454087321,2,2020-02-17,Host,1.0,BUENOS AIRES - VENEZIA,1.0,1.0,Entire home,2,170.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9,Milano,Early Summer,1,private,"45.47687194278826, 9.203331355743728",2024-06-15
1115922495589218430,2,2023-12-21,Host,1.0,DE ANGELI - MONTE ROSA,0.0,2.0,Entire home,6,152.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.71,Milano,Early Summer,2,private,"45.4710472, 9.1541191",2024-06-15
773880860243075622,5,2022-11-27,Host,1.0,CENTRALE,2.0,1.0,Entire home,3,137.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.51,Milano,Early Summer,1,private,"45.48408410582949, 9.208394698798656",2024-06-15
1122232680708887462,1,2015-06-26,Host,91.0,SCALO ROMANA,2.0,1.0,Entire home,4,110.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,Milano,Early Summer,1,private,"45.444582, 9.2103965",2024-06-15
51427379,49,2013-07-14,Host,4.0,DUOMO,1.0,1.0,Entire home,2,123.0,100,4.64,4.74,4.47,4.84,4.74,4.9,4.54,2.94,Milano,Early Summer,1,private,"45.45859, 9.18517",2024-06-15
1087453593196804610,9,2022-03-06,Host,35.0,STADERA,2.0,1.0,Entire home,4,64.0,9,5.0,5.0,5.0,5.0,5.0,4.89,4.78,2.23,Milano,Early Summer,1,private,"45.4344234, 9.1734293",2024-06-15
1011476552402581664,32,2023-10-27,Superhost,1.0,GARIBALDI REPUBBLICA,3.0,2.0,Entire home,6,196.0,32,4.97,4.97,4.94,4.94,5.0,4.88,4.84,4.47,Milano,Early Summer,2,private,"45.4833101, 9.1826205",2024-06-15
979593580208192244,18,2016-07-01,Host,3.0,GALLARATESE,1.0,1.0,Private room,1,63.0,18,4.89,5.0,4.94,5.0,5.0,4.89,4.78,2.05,Milano,Early Summer,1,private,"45.48937, 9.12061",2024-06-15
1141131656316051932,1,2024-03-16,Host,1.0,NIGUARDA - CA' GRANDA,1.0,1.0,Private room,2,53.0,1,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,Milano,Early Summer,1,shared,"45.51676, 9.18987",2024-06-15
5924639,16,2015-03-28,Superhost,5.0,BRERA,6.0,3.0,Entire home,6,379.0,90,4.88,4.92,4.91,4.9,4.93,4.97,4.82,0.83,Milano,Early Summer,2,private,"45.47968, 9.1854",2024-06-15
710025728297748112,11,2016-07-20,Superhost,7.0,BRERA,2.0,1.0,Entire home,2,161.0,20,4.8,4.8,4.75,4.85,4.85,4.85,4.75,0.95,Milano,Early Summer,1,private,"45.47931, 9.1852",2024-06-15
37317250,2,2017-10-05,Host,77.0,DUOMO,3.0,2.0,Entire home,4,451.0,2,4.0,4.5,4.0,4.0,3.5,5.0,4.5,0.17,Milano,Early Summer,2,private,"45.46576, 9.19091",2024-06-15
1034148097133302846,29,2021-06-18,Superhost,2.0,VILLAPIZZONE,0.0,1.0,Entire home,4,207.0,29,4.9,4.79,5.0,4.79,5.0,4.45,4.69,4.29,Milano,Early Summer,1,private,"45.50283023618259, 9.140970564737865",2024-06-15
33493477,66,2019-03-31,Superhost,1.0,PAGANO,1.0,1.0,Entire home,2,85.0,171,4.82,4.89,4.91,4.87,4.84,4.92,4.67,2.7,Milano,Early Summer,2,private,"45.47575, 9.16989",2024-06-15
777240457735814626,6,2015-05-31,Superhost,5.0,AFFORI,0.0,1.0,Entire home,2,57.0,7,5.0,4.67,4.83,5.0,4.67,4.67,4.5,0.55,Milano,Early Summer,1,private,"45.52138150252436, 9.168905454492172",2024-06-15
843297727966131020,6,2022-01-06,Superhost,23.0,VILLAPIZZONE,2.0,1.0,Entire home,4,129.0,15,4.87,4.73,4.67,4.87,4.87,4.6,4.67,0.97,Milano,Early Summer,1,private,"45.49259439999999, 9.1492167",2024-06-15
2412869,2,2014-02-17,Host,2.0,DUOMO,3.0,1.0,Entire home,4,800.0,183,4.82,4.85,4.89,4.89,4.82,4.86,4.75,1.47,Milano,Early Summer,1,private,"45.45981, 9.18247",2024-06-15
5790565,38,2015-03-26,Superhost,1.0,EX OM - MORIVIONE,0.0,1.0,Entire home,2,65.0,38,4.92,4.94,4.94,4.89,4.94,4.83,4.75,6.95,Milano,Early Summer,1,private,"45.444717383548586, 9.191189483936554",2024-06-15
41492583,1,2013-04-22,Host,1.0,CITTA' STUDI,2.0,1.0,Entire home,2,94.0,2,4.5,4.5,4.5,5.0,5.0,5.0,3.5,0.14,Milano,Early Summer,1,private,"45.48265, 9.22464",2024-06-15
815880509730667838,4,2015-08-20,Host,1.0,PADOVA,2.0,1.0,Entire home,4,80.0,7,5.0,4.57,4.43,4.57,4.86,4.43,4.43,0.49,Milano,Early Summer,1,private,"45.50795783539185, 9.2474418010141",2024-06-15
5053431,0,2014-09-25,Host,138.0,DE ANGELI - MONTE ROSA,2.0,1.0,Entire home,2,85.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Milano,Early Summer,1,private,"45.47305, 9.14811",2024-06-15
714471952922292098,4,2022-09-12,Host,1.0,GRECO,2.0,1.0,Entire home,2,105.0,12,4.58,4.67,4.67,4.83,4.67,4.42,4.67,0.59,Milano,Early Summer,1,private,"45.501267994699816, 9.21143464744091",2024-06-15
609930478938558297,32,2013-04-01,Superhost,46.0,BRERA,2.0,1.0,Entire home,4,139.0,85,4.79,4.88,4.86,4.65,4.95,4.96,4.8,3.26,Milano,Early Summer,1,private,"45.473217, 9.187901",2024-06-15
856433084597434979,0,2019-07-15,Host,166.0,XXII MARZO,1.0,1.0,Private room,1,75.0,2,4.5,5.0,5.0,5.0,5.0,4.5,4.0,0.15,Milano,Early Summer,2,shared,"45.46632533725389, 9.222360268981143",2024-06-15
1125949177478752806,1,2024-04-02,Host,1.0,ADRIANO,2.0,1.0,Entire home,3,80.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.48,Milano,Early Summer,1,private,"45.5060959093188, 9.239818698424893",2024-06-15
17341799,19,2017-02-19,Superhost,1.0,ISOLA,3.0,2.0,Entire home,4,148.0,135,4.81,4.92,4.9,4.99,4.93,4.7,4.78,1.53,Milano,Early Summer,2,private,"45.4919, 9.18474",2024-06-15
26122600,76,2018-06-18,Superhost,3.0,SARPI,2.0,2.0,Entire home,4,86.0,371,4.95,4.94,4.93,4.95,4.99,4.74,4.85,5.08,Milano,Early Summer,1,private,"45.48369, 9.17187",2024-06-15
947051773118072096,31,2023-07-30,Superhost,1.0,GHISOLFA,2.0,1.0,Entire home,4,100.0,31,4.77,4.9,4.94,4.94,4.97,4.06,4.74,3.16,Milano,Early Summer,1,private,"45.493536327345005, 9.158851494999146",2024-06-15
1034845136055862251,13,2023-07-03,Host,29.0,LODI - CORVETTO,2.0,1.0,Entire home,4,102.0,13,4.62,4.62,4.62,4.92,4.92,4.31,4.54,1.92,Milano,Early Summer,1,private,"45.4381605, 9.2295384",2024-06-15
5900007,88,2015-04-05,Superhost,2.0,PORTA ROMANA,2.0,1.0,Entire home,4,104.0,539,4.95,4.96,4.97,4.96,4.98,4.86,4.83,4.89,Milano,Early Summer,1,private,"45.45279107936024, 9.204743447474788",2024-06-15
666388424300504604,0,2015-02-13,Host,547.0,BUENOS AIRES - VENEZIA,3.0,1.0,Entire home,4,176.0,3,5.0,5.0,5.0,4.0,4.67,4.67,4.67,0.13,Milano,Early Summer,1,private,"45.4746407067008, 9.20960272883606",2024-06-15
43362212,0,2015-02-13,Host,547.0,BUENOS AIRES - VENEZIA,2.0,2.0,Entire home,4,257.0,3,3.33,3.67,3.0,4.33,3.67,4.33,3.0,0.07,Milano,Early Summer,2,private,"45.47601, 9.21739",2024-06-15
983936840647347262,50,2023-09-05,Superhost,1.0,DUOMO,1.0,1.0,Entire home,2,107.0,50,4.96,4.96,4.96,4.88,4.94,4.98,4.82,5.56,Milano,Early Summer,1,private,"45.46073459999999, 9.1824073",2024-06-15
1154328059200499203,2,2012-12-27,Host,36.0,XXII MARZO,0.0,1.0,Entire home,3,79.0,2,4.5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Milano,Early Summer,1,private,"45.46655826484566, 9.212702971742816",2024-06-15
555434729513933037,21,2017-07-06,Host,1.0,CITTA' STUDI,3.0,2.0,Entire home,4,130.0,30,4.63,4.77,4.1,4.8,4.87,4.5,4.57,1.3,Milano,Early Summer,1,private,"45.48233364873169, 9.2380370800151",2024-06-15
827503887383305994,7,2018-06-13,Host,1.0,ADRIANO,0.0,0.0,Entire home,2,95.0,9,4.89,4.89,5.0,5.0,5.0,4.89,4.56,0.63,Milano,Early Summer,1,private,"45.5136543, 9.2369258",2024-06-15
561283188389095506,0,2014-04-26,Host,1.0,GIAMBELLINO,0.0,1.0,Entire home,2,85.0,2,4.5,4.5,5.0,5.0,5.0,3.5,4.0,0.1,Milano,Early Summer,1,private,"45.45375, 9.14848",2024-06-15
1013224126856058765,4,2023-10-29,Host,1.0,ADRIANO,1.0,1.0,Entire home,4,65.0,4,5.0,5.0,4.75,4.75,5.0,4.75,4.25,0.86,Milano,Early Summer,1,private,"45.5174431, 9.2449845",2024-06-15
